X,Player,avg,gp.gs,ab,r,h,X2b,X3b,hr,rbi,tb,slg.,bb,hbp,so,gdp,ob.,sf,sh,sb.att,era,w.l,app.gs,cg,sho,sv,ip,er,b.avg,wp,bk,Year,Gametype
160,"ENGELHARDT Bryan, QUI",0.526,5-5,19,9,10,5,0,2,9,21,1.105,4,0,3,0,0.609,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
161,"MARLIN Shurman, TWI",0.5,3-3,14,1,7,0,0,1,2,10,0.714,0,0,3,0,0.5,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
162,"ZARA Joshua, TWI",0.5,3-3,10,4,5,2,0,0,0,7,0.7,3,0,1,0,0.615,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
163,"VISSER Luuk, STO",0.474,5-5,19,5,9,4,1,0,5,15,0.789,3,0,2,0,0.545,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
164,"ENGELHARDT Rachid, QUI",0.438,4-4,16,5,7,0,0,0,4,7,0.438,1,0,1,0,0.444,1,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
165,"GOOL v Jerzy, TWI",0.417,3-3,12,3,5,0,0,0,2,5,0.417,1,0,1,0,0.462,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
166,"ERK v Tino, DSS",0.4,3-3,10,3,4,1,0,0,0,5,0.5,2,0,1,1,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
167,"DIJK Jurriaan, STO",0.364,5-5,11,1,4,1,0,0,1,5,0.455,5,0,2,0,0.529,1,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
168,"HALDERMAN Koen, DSS",0.333,3-3,12,0,4,0,1,0,2,6,0.5,1,0,1,2,0.385,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
169,"NIEVELD Kevin, STO",0.313,5-5,16,4,5,1,0,0,0,6,0.375,6,0,7,0,0.5,0,0,0-0,0,1-0,2-0,0,0/0,1,1.2,0,0,1,0,"Seizoen 2019",Bottom-4
170,"GOUVERNEUR Odion, QUI",0.308,5-5,13,1,4,1,0,0,6,5,0.385,5,1,1,1,0.5,1,0,2-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
171,"DAUTZENBERG Mitchel, DSS",0.308,3-3,13,1,4,0,0,0,0,4,0.308,0,1,2,0,0.357,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
172,"JANSSENS Stijn, TWI",0.308,3-3,13,3,4,2,0,0,1,6,0.462,0,1,3,1,0.357,0,2,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
173,"SCHMOOK Johnny, STO",0.3,5-5,20,4,6,2,0,0,0,8,0.4,0,0,8,0,0.3,0,2,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
174,"PEREZ Giovanny, STO",0.278,4-4,18,4,5,1,0,0,2,6,0.333,0,0,0,0,0.278,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
175,"SANDEN vd Tommy, DSS",0.273,3-3,11,2,3,0,0,0,4,3,0.273,2,1,2,0,0.429,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
176,"BERKHOUT Joran, QUI",0.263,5-5,19,7,5,1,0,0,0,6,0.316,3,1,3,0,0.391,0,0,6-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
177,"DE QUINT Dennis, TWI",0.25,3-3,12,4,3,1,0,0,2,4,0.333,1,1,2,2,0.333,1,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
178,"CREMER Jules, QUI",0.235,5-5,17,1,4,1,0,0,5,5,0.294,2,0,1,0,0.316,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
179,"SCHOOP Sergio, STO",0.235,5-5,17,2,4,0,0,0,1,4,0.235,5,0,6,1,0.409,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
180,"BROOKS Denzel, QUI",0.227,5-5,22,7,5,1,0,0,1,6,0.273,1,0,4,2,0.261,0,0,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
181,"CLEMENSIA Taylor, QUI",0.222,5-5,18,4,4,1,1,0,3,7,0.389,3,0,5,0,0.333,0,0,1-1,0,0-0,2-0,0,0/0,1,1.1,0,0.25,0,0,"Seizoen 2019",Bottom-4
182,"SCHMOOK Joey, STO",0.214,4-4,14,0,3,1,0,0,4,4,0.286,0,0,4,0,0.214,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
183,"MARTINA Jarreau, TWI",0.2,3-2,10,1,2,0,0,0,1,2,0.2,2,1,2,0,0.385,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
184,"JANSSEN Dave, TWI",0.125,3-2,8,1,1,0,0,0,1,1,0.125,1,0,2,0,0.222,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
185,"WERKMAN Koen, DSS",0.111,3-3,9,0,1,0,0,0,0,1,0.111,1,0,2,1,0.2,0,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
186,"PIETER Devano, DSS",0,3-3,10,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
187,"PEELS Nick, TWI",0,3-2,6,0,0,0,0,0,0,0,0,2,0,2,0,0.25,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
189,"HOEK v Rowan, QUI",1,1-1,3,0,3,1,0,0,1,4,1.333,1,0,0,0,1,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
190,"SILBERIE Diamond, DSS",1,1-1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
191,"TAKKE Tijmen, QUI",0.778,3-3,9,5,7,0,0,1,4,10,1.111,3,0,0,0,0.769,1,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
192,"RAAP Brian, DSS",0.5,2-2,4,0,2,1,0,0,0,3,0.75,1,1,0,0,0.667,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
193,"REDAN Ibrahin, DSS",0.5,1-0,2,0,1,0,0,0,1,1,0.5,0,0,0,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
194,"DENIS Remian, QUI",0.333,3-3,12,3,4,1,0,1,3,8,0.667,0,0,1,0,0.333,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
195,"WINDT de Quinlan, STO",0.333,4-4,12,1,4,0,0,0,1,4,0.333,0,0,4,0,0.333,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
196,"MORRIS Kris, STO",0.333,3-3,9,1,3,1,0,0,3,4,0.444,1,1,0,0,0.455,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
197,"KOPS Max, TWI",0.333,3-2,6,2,2,1,0,0,0,3,0.5,0,0,2,0,0.333,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
198,"KUIJPER Donny, DSS",0.333,3-2,6,0,2,0,0,0,0,2,0.333,0,0,1,0,0.333,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
199,"BERGH vd Joost, STO",0.167,3-0,6,0,1,0,0,0,0,1,0.167,0,0,1,0,0.167,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
200,"LANGENKAMP Chris, STO",0.111,5-3,9,0,1,0,0,0,1,1,0.111,0,0,3,1,0.111,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
201,"ZWIETEN v Amar, QUI",0.1,3-3,10,0,1,0,0,0,1,1,0.1,1,0,2,0,0.182,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
202,"VIJFVINKEL Pim, STO",0,2-2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
203,"GUZMAN Aldi, DSS",0,2-1,5,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
204,"CORAN Runai, DSS",0,2-1,4,0,0,0,0,0,0,0,0,1,0,2,1,0.2,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
205,"HEYDE vd Dakota, QUI",0,1-1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
206,"BIEZEN Brian, TWI",0,2-1,2,0,0,0,0,0,1,0,0,2,0,1,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
207,"BROWN Marvin, TWI",0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
208,"WINDSTER Kevin, QUI",0,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
209,"WINKEL Roy, STO",0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Bottom-4
210,"CROES Linoy, AMS",0.625,3-2,8,1,5,1,0,0,0,6,0.75,0,1,1,0,0.667,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
211,"SCHOOP Sharlon, AMS",0.545,3-3,11,5,6,2,0,0,5,8,0.727,2,1,0,0,0.643,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
212,"RICHARDSON Denzel, AMS",0.5,3-3,12,1,6,0,0,0,1,6,0.5,0,0,1,0,0.5,0,0,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
213,"DAANTJI Shaldimar, NEP",0.5,3-3,10,5,5,0,0,1,3,8,0.8,2,1,1,0,0.615,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
214,"JOHNSON Willie, NEP",0.417,3-3,12,1,5,1,0,0,3,6,0.5,1,0,0,0,0.4,2,1,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
215,"EEMAN Joey, PIO",0.4,3-3,10,1,4,1,0,0,0,5,0.5,0,1,3,0,0.455,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
216,"DE CUBA Quintin, NEP",0.364,3-3,11,2,4,1,0,0,1,5,0.455,1,0,2,0,0.417,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
217,"MEER vd Stijn, NEP",0.357,3-3,14,1,5,0,0,0,1,5,0.357,1,0,2,0,0.4,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
218,"BERKENBOSCH Kenny, AMS",0.333,3-3,12,0,4,0,0,0,4,4,0.333,0,0,2,0,0.333,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
219,"KOEDIJK Jochem, NEP",0.333,3-3,9,0,3,0,0,0,2,3,0.333,3,0,3,0,0.5,0,0,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
220,"HENRIQUE Roelie, AMS",0.308,3-3,13,4,4,0,0,0,0,4,0.308,1,0,0,0,0.357,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
221,"BOEKHOUDT Gianison, NEP",0.3,3-3,10,2,3,0,0,0,0,3,0.3,5,0,3,0,0.533,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
222,"PITERNELLA Ruendrick, HCA",0.3,3-3,10,1,3,1,0,1,1,7,0.7,0,0,3,0,0.3,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
223,"SMIT Mark, PIO",0.25,3-3,12,1,3,0,0,0,0,3,0.25,0,0,4,0,0.25,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
224,"VISSER Seb, HCA",0.25,3-3,8,0,2,0,0,0,0,2,0.25,1,0,1,1,0.333,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
225,"LEONORA Dudley, NEP",0.231,3-3,13,3,3,1,0,0,2,4,0.308,1,0,1,2,0.286,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
226,"MELIS Damian, PIO",0.222,3-2,9,1,2,0,0,0,0,2,0.222,0,0,1,1,0.222,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
227,"TROMP Jeandro, HCA",0.2,3-3,10,0,2,0,0,0,0,2,0.2,1,0,0,0,0.273,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
228,"LAMPE Gilmer, AMS",0.182,3-3,11,2,2,1,0,0,3,3,0.273,0,0,2,0,0.167,1,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
229,"DILLE Benjamin, NEP",0.182,3-3,11,1,2,0,0,0,3,2,0.182,1,1,1,2,0.286,1,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
230,"DAAL Rodney, HCA",0.1,3-3,10,0,1,0,0,0,0,1,0.1,1,0,1,0,0.182,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
231,"WILLEMS Reangelo, PIO",0.1,3-3,10,0,1,0,0,0,1,1,0.1,0,0,4,1,0.1,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
232,"CLARIJS Max, AMS",0.1,3-3,10,0,1,0,0,0,0,1,0.1,1,0,2,0,0.182,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
233,"WIJST vd Oliver, HCA",0.091,3-3,11,0,1,0,0,0,0,1,0.091,0,0,3,0,0.091,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
234,"JACOBS Raul, PIO",0.091,3-3,11,0,1,0,0,0,0,1,0.091,0,0,6,0,0.091,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
235,"NUIJTEN Duco, PIO",0.091,3-3,11,0,1,0,0,0,0,1,0.091,0,1,3,0,0.167,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
236,"SELASSA Delano, AMS",0.083,3-3,12,1,1,1,0,0,2,2,0.167,0,0,3,0,0.083,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
237,"MEER vd Bob, HCA",0.083,3-3,12,0,1,0,0,0,0,1,0.083,0,0,0,0,0.083,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
238,"KEMP Dwayne, NEP",0.077,3-3,13,1,1,0,0,0,0,1,0.077,0,2,0,0,0.2,0,0,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
239,"BOK Patrick, HCA",0,3-3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
240,"BEUGELING Nolan, PIO",0,3-3,10,0,0,0,0,0,0,0,0,2,0,1,0,0.167,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
242,"VREEDE de Bodhi, PIO",0.5,3-0,2,0,1,0,0,0,0,1,0.5,0,0,1,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
243,"GIJSBERTHA Jaison, PIO",0.333,2-1,3,0,1,1,0,0,0,2,0.667,0,0,2,0,0.333,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
244,"LUGTMEIJER Arthur, HCA",0.25,2-2,4,0,1,0,0,0,0,1,0.25,0,0,0,0,0.25,0,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
245,"KONING de Joey, PIO",0.2,2-2,5,0,1,0,0,0,0,1,0.2,0,0,2,0,0.2,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
246,"JONGERIUS Norbert, HCA",0,3-2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
247,"PENSEEL Jorrit, PIO",0,3-2,6,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
248,"WEERT v Niels, AMS",0,3-2,6,1,0,0,0,0,0,0,0,1,0,2,0,0.143,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
249,"RUBEN Berend, HCA",0,2-2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
250,"HOOGKAMER Thom, PIO",0,2-0,3,0,0,0,0,0,0,0,0,1,0,2,0,0.25,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
251,"BOERSMA Tyler, PIO",0,1-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
252,"GERARD Rashid, AMS",0,2-1,2,0,0,0,0,0,0,0,0,0,1,1,0,0.333,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
253,"FARLEY Dylan, PIO",0,1-0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
254,"ZEGWAARD Pascal, HCA",0,1-0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
255,"GARIO Mervin, PIO",0,1-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
256,"DRAIJER Victor, AMS",0,1-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
257,"MULLER Greg, NEP",0,1-0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
258,"KUIT Daan, PIO",0,1-0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
259,"KEMP Tyriq, NEP",0,2-0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
260,"GOINS Julian, NEP",0,1-0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019",Top-4
261,"GERARD Rashid, AMS",0.45,7-6,20,2,9,0,0,1,1,12,0.6,1,0,2,0,0.476,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
262,"SELASSA Delano, AMS",0.4,7-5,20,5,8,2,0,0,3,10,0.5,3,0,3,0,0.478,0,0,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
263,"CLARIJS Max, AMS",0.368,7-7,19,4,7,3,0,0,1,10,0.526,8,1,2,0,0.571,0,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
264,"DILLE Benjamin, NEP",0.348,7-7,23,1,8,0,1,0,4,10,0.435,2,0,1,1,0.4,0,3,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
265,"BERKENBOSCH Kenny, AMS",0.31,7-7,29,3,9,0,0,1,5,12,0.414,0,0,3,0,0.31,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
266,"LEONORA Dudley, NEP",0.296,7-7,27,4,8,2,0,0,2,10,0.37,2,0,2,0,0.345,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
267,"LAMPE Gilmer, AMS",0.276,7-7,29,6,8,1,0,2,4,15,0.517,3,0,6,2,0.344,0,1,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
268,"BOEKHOUDT Gianison, NEP",0.241,7-7,29,3,7,1,0,2,5,14,0.483,2,0,4,0,0.29,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
269,"MEER vd Stijn, NEP",0.231,7-7,26,2,6,1,0,0,2,7,0.269,2,0,2,0,0.286,0,2,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
270,"JOHNSON Willie, NEP",0.231,7-7,26,1,6,1,0,0,3,7,0.269,2,1,5,0,0.29,2,0,3-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
271,"SCHOOP Sharlon, AMS",0.214,7-7,28,3,6,0,0,1,3,9,0.321,4,0,4,2,0.313,0,1,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
272,"SAMS Kalian, AMS",0.211,6-5,19,1,4,1,0,0,2,5,0.263,3,0,4,1,0.304,1,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
273,"KEMP Dwayne, NEP",0.185,7-7,27,2,5,1,0,0,0,6,0.222,3,0,5,2,0.267,0,1,2-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2019","Holland Series"
